clip_id,frame_index,image_file,ball_visible,ball_x1,ball_y1,ball_x2,ball_y2,ball_center_x,ball_center_y,ball_visibility_quality,occlusion,is_release_pose_frame,is_ball_release_frame,label_confidence,notes
NEW_001,159,frames/NEW_001_frame_0159.jpg,yes,220,422,278,489,249,455,usable,partial,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[246, 251, 281, 316, 351, 386]; decoded_frame_count=244"
NEW_001,160,frames/NEW_001_frame_0160.jpg,yes,209,408,274,488,241,448,usable,partial,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[246, 251, 281, 316, 351, 386]; decoded_frame_count=244"
NEW_001,161,frames/NEW_001_frame_0161.jpg,yes,197,389,264,459,230,424,usable,partial,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[246, 251, 281, 316, 351, 386]; decoded_frame_count=244"
NEW_001,162,frames/NEW_001_frame_0162.jpg,yes,190,383,250,449,220,416,usable,partial,yes,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[246, 251, 281, 316, 351, 386]; decoded_frame_count=244"
NEW_001,163,frames/NEW_001_frame_0163.jpg,yes,187,373,241,438,214,405,usable,partial,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[246, 251, 281, 316, 351, 386]; decoded_frame_count=244"
NEW_001,164,frames/NEW_001_frame_0164.jpg,yes,175,363,233,435,204,399,usable,partial,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[246, 251, 281, 316, 351, 386]; decoded_frame_count=244"
NEW_001,165,frames/NEW_001_frame_0165.jpg,yes,170,353,234,419,202,386,usable,partial,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[246, 251, 281, 316, 351, 386]; decoded_frame_count=244"
NEW_001,166,frames/NEW_001_frame_0166.jpg,yes,156,343,221,407,188,375,usable,partial,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[246, 251, 281, 316, 351, 386]; decoded_frame_count=244"
NEW_001,167,frames/NEW_001_frame_0167.jpg,yes,151,330,213,401,182,365,usable,partial,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[246, 251, 281, 316, 351, 386]; decoded_frame_count=244"
NEW_001,168,frames/NEW_001_frame_0168.jpg,yes,143,320,206,389,174,354,usable,partial,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[246, 251, 281, 316, 351, 386]; decoded_frame_count=244"
NEW_001,169,frames/NEW_001_frame_0169.jpg,yes,139,313,197,379,168,346,usable,partial,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[246, 251, 281, 316, 351, 386]; decoded_frame_count=244"
NEW_001,170,frames/NEW_001_frame_0170.jpg,yes,134,305,191,370,162,337,usable,partial,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[246, 251, 281, 316, 351, 386]; decoded_frame_count=244"
NEW_001,171,frames/NEW_001_frame_0171.jpg,yes,124,287,185,365,154,326,usable,partial,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[246, 251, 281, 316, 351, 386]; decoded_frame_count=244"
NEW_001,172,frames/NEW_001_frame_0172.jpg,yes,121,287,180,348,150,317,usable,partial,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[246, 251, 281, 316, 351, 386]; decoded_frame_count=244"
NEW_001,173,frames/NEW_001_frame_0173.jpg,yes,113,278,174,342,143,310,usable,partial,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[246, 251, 281, 316, 351, 386]; decoded_frame_count=244"
NEW_001,174,frames/NEW_001_frame_0174.jpg,yes,110,273,169,332,139,302,usable,partial,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[246, 251, 281, 316, 351, 386]; decoded_frame_count=244"
NEW_001,175,frames/NEW_001_frame_0175.jpg,yes,104,267,163,329,133,298,usable,partial,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[246, 251, 281, 316, 351, 386]; decoded_frame_count=244"
NEW_001,176,frames/NEW_001_frame_0176.jpg,yes,101,254,164,325,132,289,usable,partial,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[246, 251, 281, 316, 351, 386]; decoded_frame_count=244"
NEW_001,177,frames/NEW_001_frame_0177.jpg,yes,94,251,154,307,124,279,usable,partial,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[246, 251, 281, 316, 351, 386]; decoded_frame_count=244"
NEW_002,108,frames/NEW_002_frame_0108.jpg,yes,300,911,381,994,340,952,poor,partial,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[161, 164, 168, 188, 211, 235, 258]; decoded_frame_count=156"
NEW_002,109,frames/NEW_002_frame_0109.jpg,yes,319,846,404,924,361,885,poor,partial,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[161, 164, 168, 188, 211, 235, 258]; decoded_frame_count=156"
NEW_002,110,frames/NEW_002_frame_0110.jpg,yes,359,762,444,844,401,803,poor,partial,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[161, 164, 168, 188, 211, 235, 258]; decoded_frame_count=156"
NEW_002,111,frames/NEW_002_frame_0111.jpg,yes,419,701,496,774,457,737,poor,partial,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[161, 164, 168, 188, 211, 235, 258]; decoded_frame_count=156"
NEW_002,112,frames/NEW_002_frame_0112.jpg,yes,466,646,555,723,510,684,poor,partial,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[161, 164, 168, 188, 211, 235, 258]; decoded_frame_count=156"
NEW_002,113,frames/NEW_002_frame_0113.jpg,yes,517,614,598,688,557,651,poor,partial,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[161, 164, 168, 188, 211, 235, 258]; decoded_frame_count=156"
NEW_002,114,frames/NEW_002_frame_0114.jpg,yes,551,575,640,657,595,616,poor,partial,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[161, 164, 168, 188, 211, 235, 258]; decoded_frame_count=156"
NEW_002,115,frames/NEW_002_frame_0115.jpg,yes,575,560,668,633,621,596,usable,partial,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[161, 164, 168, 188, 211, 235, 258]; decoded_frame_count=156"
NEW_002,116,frames/NEW_002_frame_0116.jpg,yes,603,536,694,621,648,578,usable,partial,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[161, 164, 168, 188, 211, 235, 258]; decoded_frame_count=156"
NEW_002,117,frames/NEW_002_frame_0117.jpg,yes,632,534,715,612,673,573,usable,partial,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[161, 164, 168, 188, 211, 235, 258]; decoded_frame_count=156"
NEW_002,118,frames/NEW_002_frame_0118.jpg,yes,651,518,735,597,693,557,usable,partial,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[161, 164, 168, 188, 211, 235, 258]; decoded_frame_count=156"
NEW_002,119,frames/NEW_002_frame_0119.jpg,yes,674,521,755,592,714,556,usable,partial,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[161, 164, 168, 188, 211, 235, 258]; decoded_frame_count=156"
NEW_002,120,frames/NEW_002_frame_0120.jpg,yes,699,508,773,586,736,547,usable,partial,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[161, 164, 168, 188, 211, 235, 258]; decoded_frame_count=156"
NEW_002,121,frames/NEW_002_frame_0121.jpg,yes,713,505,798,581,755,543,usable,partial,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[161, 164, 168, 188, 211, 235, 258]; decoded_frame_count=156"
NEW_002,122,frames/NEW_002_frame_0122.jpg,yes,736,490,812,570,774,530,usable,partial,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[161, 164, 168, 188, 211, 235, 258]; decoded_frame_count=156"
NEW_002,123,frames/NEW_002_frame_0123.jpg,yes,755,482,831,562,793,522,usable,partial,yes,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[161, 164, 168, 188, 211, 235, 258]; decoded_frame_count=156"
NEW_002,124,frames/NEW_002_frame_0124.jpg,yes,758,456,850,545,804,500,usable,partial,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[161, 164, 168, 188, 211, 235, 258]; decoded_frame_count=156"
NEW_002,125,frames/NEW_002_frame_0125.jpg,yes,774,412,862,497,818,454,poor,none,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[161, 164, 168, 188, 211, 235, 258]; decoded_frame_count=156"
NEW_002,126,frames/NEW_002_frame_0126.jpg,yes,786,371,876,458,831,414,poor,none,no,yes,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[161, 164, 168, 188, 211, 235, 258]; decoded_frame_count=156"
NEW_002,127,frames/NEW_002_frame_0127.jpg,yes,798,334,881,414,839,374,poor,none,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[161, 164, 168, 188, 211, 235, 258]; decoded_frame_count=156"
NEW_002,128,frames/NEW_002_frame_0128.jpg,yes,807,291,891,375,849,333,poor,none,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[161, 164, 168, 188, 211, 235, 258]; decoded_frame_count=156"
NEW_002,129,frames/NEW_002_frame_0129.jpg,yes,806,252,904,330,855,291,poor,none,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[161, 164, 168, 188, 211, 235, 258]; decoded_frame_count=156"
NEW_002,130,frames/NEW_002_frame_0130.jpg,yes,817,206,912,297,864,251,poor,none,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[161, 164, 168, 188, 211, 235, 258]; decoded_frame_count=156"
NEW_002,131,frames/NEW_002_frame_0131.jpg,yes,821,171,921,271,871,221,usable,none,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[161, 164, 168, 188, 211, 235, 258]; decoded_frame_count=156"
NEW_002,132,frames/NEW_002_frame_0132.jpg,yes,826,135,926,239,876,187,usable,none,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[161, 164, 168, 188, 211, 235, 258]; decoded_frame_count=156"
NEW_002,133,frames/NEW_002_frame_0133.jpg,yes,831,109,933,204,882,156,usable,none,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[161, 164, 168, 188, 211, 235, 258]; decoded_frame_count=156"
NEW_002,134,frames/NEW_002_frame_0134.jpg,yes,838,72,937,174,887,123,usable,none,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[161, 164, 168, 188, 211, 235, 258]; decoded_frame_count=156"
NEW_002,135,frames/NEW_002_frame_0135.jpg,yes,841,50,940,148,890,99,usable,none,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[161, 164, 168, 188, 211, 235, 258]; decoded_frame_count=156"
NEW_002,136,frames/NEW_002_frame_0136.jpg,yes,844,28,940,126,892,77,usable,none,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[161, 164, 168, 188, 211, 235, 258]; decoded_frame_count=156"
NEW_002,137,frames/NEW_002_frame_0137.jpg,yes,840,6,949,109,894,57,usable,none,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[161, 164, 168, 188, 211, 235, 258]; decoded_frame_count=156"
NEW_002,138,frames/NEW_002_frame_0138.jpg,yes,835,4,949,91,892,47,usable,partial,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[161, 164, 168, 188, 211, 235, 258]; decoded_frame_count=156"
NEW_003,127,frames/NEW_003_frame_0127.jpg,yes,431,685,501,749,466,717,poor,none,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[196, 221, 245, 270]; decoded_frame_count=181"
NEW_003,128,frames/NEW_003_frame_0128.jpg,yes,478,655,539,710,508,682,usable,partial,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[196, 221, 245, 270]; decoded_frame_count=181"
NEW_003,129,frames/NEW_003_frame_0129.jpg,yes,517,633,575,692,546,662,usable,partial,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[196, 221, 245, 270]; decoded_frame_count=181"
NEW_003,130,frames/NEW_003_frame_0130.jpg,yes,547,623,607,675,577,649,usable,partial,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[196, 221, 245, 270]; decoded_frame_count=181"
NEW_003,131,frames/NEW_003_frame_0131.jpg,yes,572,610,631,668,601,639,usable,partial,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[196, 221, 245, 270]; decoded_frame_count=181"
NEW_003,132,frames/NEW_003_frame_0132.jpg,yes,591,595,651,655,621,625,usable,partial,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[196, 221, 245, 270]; decoded_frame_count=181"
NEW_003,133,frames/NEW_003_frame_0133.jpg,yes,605,577,669,636,637,606,usable,partial,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[196, 221, 245, 270]; decoded_frame_count=181"
NEW_003,134,frames/NEW_003_frame_0134.jpg,yes,622,558,679,618,650,588,usable,partial,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[196, 221, 245, 270]; decoded_frame_count=181"
NEW_003,135,frames/NEW_003_frame_0135.jpg,yes,633,542,697,605,665,573,usable,partial,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[196, 221, 245, 270]; decoded_frame_count=181"
NEW_003,136,frames/NEW_003_frame_0136.jpg,yes,642,521,711,582,676,551,usable,partial,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[196, 221, 245, 270]; decoded_frame_count=181"
NEW_003,137,frames/NEW_003_frame_0137.jpg,yes,647,488,706,551,676,519,poor,none,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[196, 221, 245, 270]; decoded_frame_count=181"
NEW_003,138,frames/NEW_003_frame_0138.jpg,yes,635,458,695,512,665,485,poor,none,no,yes,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[196, 221, 245, 270]; decoded_frame_count=181"
NEW_003,139,frames/NEW_003_frame_0139.jpg,yes,628,414,693,480,660,447,usable,none,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[196, 221, 245, 270]; decoded_frame_count=181"
NEW_003,140,frames/NEW_003_frame_0140.jpg,yes,621,388,680,447,650,417,usable,none,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[196, 221, 245, 270]; decoded_frame_count=181"
NEW_003,141,frames/NEW_003_frame_0141.jpg,yes,608,354,675,421,641,387,usable,none,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[196, 221, 245, 270]; decoded_frame_count=181"
NEW_003,142,frames/NEW_003_frame_0142.jpg,yes,600,328,665,391,632,359,usable,none,yes,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[196, 221, 245, 270]; decoded_frame_count=181"
NEW_003,143,frames/NEW_003_frame_0143.jpg,yes,594,295,659,369,626,332,usable,none,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[196, 221, 245, 270]; decoded_frame_count=181"
NEW_003,144,frames/NEW_003_frame_0144.jpg,yes,584,276,650,343,617,309,usable,none,no,no,high,"release_pose_frame_source=pose_trajectory_score; source_type=practice; camera_type=moving; usable_for=release_eval; initial_grade=A_candidate; portrait phone clip, below 60fps, end_of_video_fallback_for_targets=[196, 221, 245, 270]; decoded_frame_count=181"
